n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
426,theta = 0,109.6365,1.0661,0.0000,16.9292,-0.2660,0.2469,-0.0571,16.9292,-0.1846,-4.29e-8,
427,collision,109.8285,1.0000,2.6721,9.8307,-0.4208,0.2632,-0.0686,5.8218,-0.1846,-1.22e-13,
428,beta = 0,109.9253,1.0357,4.0463,6.0720,0.3396,0.2642,-0.0702,0.0000,-0.1846,-1.02e-7,
429,phi = 0,110.0773,1.0790,6.0972,0.0000,0.2269,0.2562,-0.0668,-9.1545,-0.1846,-1.14e-7,
430,pr = 0,110.4673,1.1214,10.3246,-11.9647,0.0000,0.2004,-0.0362,-27.4937,-0.1846,-1.87e-7,
431,pphi = 0,110.7593,1.0991,12.6130,-15.1169,-0.1533,0.1366,0.0000,-34.1137,-0.1846,-1.27e-7,
432,collision,111.1313,1.0000,14.2553,-9.2021,-0.3962,0.0342,0.0572,-30.6972,-0.1846,-1.29e-13,
433,ptheta = 0,111.2577,1.0434,14.3701,-4.3990,0.2976,0.0000,0.0755,-26.0690,-0.1846,-2.48e-7,
434,phi = 0,111.3537,1.0684,14.3184,0.0000,0.2297,-0.0207,0.0861,-21.5912,-0.1846,-2.68e-7,
435,pr = 0,111.6997,1.1078,13.5574,19.4132,0.0000,-0.0630,0.1037,-1.0191,-0.1846,-2.33e-7,
436,beta = 0,111.7157,1.1077,13.5102,20.3605,-0.0103,-0.0638,0.1037,0.0000,-0.1846,-2.58e-7,
437,collision,112.2637,1.0000,12.0481,48.6123,-0.3983,-0.0214,0.0606,30.4728,-0.1846,-1.22e-13,
438,ptheta = 0,112.3689,1.0367,11.9866,51.6805,0.3188,0.0000,0.0437,33.6343,-0.1846,-2.06e-7,
439,pphi = 0,112.6509,1.1015,12.3822,55.1408,0.1489,0.0566,0.0000,36.4944,-0.1846,-1.70e-7,
440,pr = 0,112.9389,1.1228,13.4720,51.8471,-0.0000,0.1059,-0.0386,31.5447,-0.1846,-2.43e-7,
441,beta = 0,113.5789,1.0013,17.7777,26.8858,-0.4219,0.1447,-0.0850,0.0000,-0.1846,-2.38e-7,
442,collision,113.5809,1.0000,17.8039,26.7318,-0.4248,0.1445,-0.0850,-0.1942,-0.1846,-1.15e-13,
443,pr = 0,114.2296,1.1234,20.9465,1.4719,0.0000,0.0344,-0.0398,-30.3098,-0.1846,-2.28e-7,
444,phi = 0,114.3016,1.1220,21.0318,0.0000,-0.0369,0.0176,-0.0314,-31.9142,-0.1846,-2.13e-7,
445,ptheta = 0,114.3756,1.1180,21.0612,-1.1285,-0.0740,0.0000,-0.0226,-33.0884,-0.1846,-9.33e-8,
446,pphi = 0,114.5496,1.0972,20.8814,-2.2728,-0.1652,-0.0444,0.0000,-33.9534,-0.1846,-2.36e-7,
447,phi = 0,114.7896,1.0408,19.9524,0.0000,-0.3105,-0.1103,0.0334,-30.2404,-0.1846,-2.25e-7,
448,collision,114.9036,1.0000,19.1452,2.7536,-0.3983,-0.1436,0.0498,-26.2390,-0.1846,-1.70e-13,
449,beta = 0,115.3782,1.1070,14.6090,22.0342,0.0703,-0.2193,0.0813,0.0000,-0.1846,-2.68e-7,
450,pr = 0,115.4942,1.1110,13.4195,27.3863,0.0000,-0.2217,0.0796,7.1638,-0.1846,-3.21e-7,
451,collision,116.0922,1.0000,7.6170,46.4545,-0.3870,-0.1447,0.0156,35.0120,-0.1846,-1.45e-13,
452,pphi = 0,116.1791,1.0300,6.9883,46.8281,0.3243,-0.1233,0.0000,36.3326,-0.1846,-1.75e-7,
453,pr = 0,116.7271,1.1164,5.2470,33.3676,0.0000,-0.0143,-0.0785,25.4916,-0.1846,-1.01e-7,
454,ptheta = 0,116.8431,1.1125,5.2107,27.8365,-0.0682,0.0000,-0.0892,20.0150,-0.1846,-2.63e-7,
455,beta = 0,117.1891,1.0490,5.4198,8.1358,-0.3105,0.0172,-0.1047,0.0000,-0.1846,-3.50e-7,
456,collision,117.3211,1.0000,5.5232,0.2270,-0.4300,0.0098,-0.1017,-8.0642,-0.1846,-5.68e-14,
457,phi = 0,117.3251,1.0017,5.5253,0.0000,0.4262,0.0094,-0.1015,-8.2944,-0.1846,-4.86e-8,
458,ptheta = 0,117.4111,1.0347,5.5488,-4.8593,0.3484,0.0000,-0.0965,-13.1890,-0.1846,-2.15e-7,
459,pr = 0,117.9651,1.1232,4.3902,-27.0376,0.0000,-0.0972,-0.0376,-33.6261,-0.1846,-8.41e-8,
460,pphi = 0,118.2431,1.1034,2.7735,-30.0655,-0.1437,-0.1563,0.0000,-34.2266,-0.1846,-1.96e-7,
461,theta = 0,118.5391,1.0354,0.0000,-26.5744,-0.3260,-0.2191,0.0410,-26.5744,-0.1846,-2.31e-7,
462,collision,118.6351,1.0000,-1.2295,-23.9321,-0.4036,-0.2379,0.0537,-22.0878,-0.1846,-1.68e-13,
463,beta = 0,119.0092,1.0975,-6.1782,-9.2763,0.1321,-0.2655,0.0754,-0.0000,-0.1846,-3.28e-8,
464,pr = 0,119.2292,1.1117,-8.8291,-0.1171,0.0000,-0.2511,0.0692,13.1529,-0.1846,-1.64e-8,
465,phi = 0,119.2312,1.1117,-8.8635,0.0000,-0.0017,-0.2508,0.0691,13.3219,-0.1846,-3.11e-7,
466,pphi = 0,119.8132,1.0106,-14.4926,13.5287,-0.3599,-0.1247,0.0000,35.3854,-0.1846,-2.13e-7,
467,collision,119.8392,1.0000,-14.6878,13.4851,-0.3818,-0.1152,-0.0053,35.6395,-0.1846,-1.88e-13,
468,ptheta = 0,120.2543,1.1002,-15.8592,4.1707,0.1153,0.0000,-0.0681,28.1143,-0.1846,-1.60e-7,
469,phi = 0,120.3543,1.1088,-15.8107,0.0000,0.0573,0.0204,-0.0786,23.8695,-0.1846,-2.95e-7,
470,pr = 0,120.4503,1.1115,-15.6794,-4.5892,0.0000,0.0377,-0.0869,19.0794,-0.1846,-2.72e-7,
471,beta = 0,120.7743,1.0786,-14.7817,-22.2976,-0.2097,0.0733,-0.1001,-0.0000,-0.1846,-3.20e-7,
472,collision,121.0263,1.0000,-13.7778,-36.4252,-0.4165,0.0709,-0.0896,-15.6575,-0.1846,-1.43e-13,
473,ptheta = 0,121.5379,1.1171,-12.7454,-54.3116,0.0781,0.0000,-0.0293,-35.1137,-0.1846,-2.26e-7,
474,pr = 0,121.6939,1.1232,-12.8417,-55.9768,0.0000,-0.0274,-0.0080,-36.6326,-0.1846,-1.27e-7,
475,pphi = 0,121.7519,1.1223,-12.9279,-56.1110,-0.0288,-0.0377,-0.0000,-36.6358,-0.1846,-1.93e-7,
476,collision,122.3619,1.0000,-15.6596,-41.7517,-0.4100,-0.1315,0.0784,-18.1133,-0.1846,-1.79e-13,
477,beta = 0,122.6590,1.0858,-17.7708,-26.8752,0.1807,-0.1346,0.0922,-0.0000,-0.1846,-5.67e-8,
478,pr = 0,122.9470,1.1111,-19.4082,-12.2861,0.0000,-0.1022,0.0819,17.1128,-0.1846,-3.07e-7,
479,phi = 0,123.2630,1.0819,-20.4693,0.0000,-0.1849,-0.0353,0.0504,31.0412,-0.1846,-1.68e-7,
480,ptheta = 0,123.3910,1.0535,-20.5832,3.0269,-0.2628,0.0000,0.0325,34.2447,-0.1846,-2.37e-7,
481,collision,123.5570,1.0000,-20.3375,4.8307,-0.3795,0.0547,0.0042,35.6676,-0.1846,-2.24e-13,
482,pphi = 0,123.5812,1.0085,-20.2614,4.8577,0.3622,0.0628,0.0000,35.5767,-0.1846,-3.02e-7,
483,phi = 0,123.9092,1.0914,-18.3790,0.0000,0.1526,0.1565,-0.0482,27.8110,-0.1846,-2.03e-7,
484,pr = 0,124.1732,1.1116,-16.1018,-9.2852,0.0000,0.2060,-0.0717,15.0297,-0.1846,-2.47e-7,
485,beta = 0,124.4252,1.0927,-13.5105,-20.3610,-0.1532,0.2298,-0.0797,-0.0000,-0.1846,-2.85e-7,
486,collision,124.7632,1.0000,-9.5021,-34.7424,-0.4051,0.2165,-0.0616,-20.4563,-0.1846,-1.95e-13,
487,pphi = 0,125.2277,1.1121,-5.3215,-43.1337,0.1057,0.1344,0.0000,-35.1457,-0.1846,-2.38e-7,
488,pr = 0,125.4357,1.1230,-4.2356,-41.4216,0.0000,0.0939,0.0286,-35.0653,-0.1846,-2.37e-7,
489,ptheta = 0,126.0097,1.0300,-3.0795,-20.3486,-0.3565,0.0000,0.0950,-15.7282,-0.1846,-1.97e-8,
490,collision,126.0837,1.0000,-3.0967,-16.0406,-0.4266,-0.0076,0.1007,-11.3944,-0.1846,-9.97e-14,
491,beta = 0,126.2724,1.0640,-3.2197,-4.8308,0.2642,-0.0140,0.1065,-0.0000,-0.1846,-3.62e-7,
492,phi = 0,126.3524,1.0826,-3.2715,0.0000,0.2047,-0.0118,0.1056,4.9085,-0.1846,-1.71e-7,
493,ptheta = 0,126.5104,1.1063,-3.3220,9.3403,0.0965,0.0000,0.0989,14.3247,-0.1846,-3.16e-7,
494,pr = 0,126.6664,1.1137,-3.2561,17.6569,0.0000,0.0195,0.0870,22.5424,-0.1846,-1.83e-7,
495,pphi = 0,127.2724,1.0043,-0.7946,34.4748,-0.3766,0.1543,0.0000,35.6667,-0.1846,-9.27e-8,
496,collision,127.2804,1.0000,-0.6949,34.4679,-0.3854,0.1575,-0.0022,35.5103,-0.1846,-1.81e-13,
497,theta = 0,127.3578,1.0265,0.0000,34.0818,0.3296,0.1780,-0.0157,34.0818,-0.1846,-1.34e-7,
498,pr = 0,127.8898,1.1118,5.9030,18.8499,0.0000,0.2585,-0.0725,9.9876,-0.1846,-2.79e-7,
499,beta = 0,128.0538,1.1037,7.8843,11.8452,-0.0988,0.2601,-0.0760,0.0000,-0.1846,-3.15e-7,
500,phi = 0,128.3398,1.0489,11.3970,0.0000,-0.2893,0.2332,-0.0644,-17.1525,-0.1846,-3.46e-7,
501,collision,128.4798,1.0000,13.0946,-4.6645,-0.4010,0.2033,-0.0489,-24.3930,-0.1846,-2.05e-13,
502,pphi = 0,128.8353,1.0972,15.9879,-9.6113,0.1668,0.1123,0.0000,-33.7519,-0.1846,-2.40e-7,
503,pr = 0,129.1573,1.1237,17.0761,-5.7289,0.0000,0.0354,0.0413,-31.5370,-0.1846,-9.13e-8,
504,ptheta = 0,129.3193,1.1167,17.2053,-1.0114,-0.0866,0.0000,0.0595,-27.0177,-0.1846,-2.40e-7,
505,phi = 0,129.3473,1.1140,17.2013,0.0000,-0.1027,-0.0060,0.0625,-26.0002,-0.1846,-5.37e-8,
506,collision,129.8013,1.0000,16.1126,21.0950,-0.4282,-0.0789,0.0934,-3.2364,-0.1846,-1.29e-13,
507,beta = 0,129.8555,1.0215,15.8699,23.9599,0.3790,-0.0831,0.0939,0.0000,-0.1846,-2.77e-7,
508,pr = 0,130.4295,1.1209,13.7218,50.2928,0.0000,-0.0522,0.0560,29.6104,-0.1846,-1.52e-8,
509,ptheta = 0,130.7415,1.0949,13.3256,56.7814,-0.1663,0.0000,0.0145,36.7016,-0.1846,-1.86e-7,
510,pphi = 0,130.8375,1.0767,13.3683,57.1776,-0.2194,0.0187,0.0000,37.0330,-0.1846,-4.30e-8,
511,collision,131.0895,1.0000,13.9908,54.1077,-0.3919,0.0732,-0.0429,33.0157,-0.1846,-1.87e-13,
512,pr = 0,131.6725,1.1090,17.1705,28.5388,0.0000,0.1239,-0.0950,2.5859,-0.1846,-1.33e-7,
513,beta = 0,131.7125,1.1085,17.4045,26.3122,-0.0256,0.1220,-0.0952,0.0000,-0.1846,-3.43e-7,
514,collision,132.2465,1.0000,19.6818,1.0219,-0.3966,0.0285,-0.0561,-28.7998,-0.1846,-2.06e-13,
515,phi = 0,132.2810,1.0128,19.7259,0.0000,0.3695,0.0183,-0.0510,-29.8899,-0.1846,-1.88e-7,
516,ptheta = 0,132.3410,1.0337,19.7562,-1.6070,0.3242,0.0000,-0.0418,-31.5438,-0.1846,-6.64e-8,
517,pphi = 0,132.6330,1.1013,19.1655,-5.0260,0.1477,-0.0809,0.0000,-34.0499,-0.1846,-1.96e-7,
518,pr = 0,132.9190,1.1223,17.6469,-2.0701,0.0000,-0.1484,0.0350,-28.7547,-0.1846,-2.40e-7,
519,phi = 0,133.0090,1.1201,16.9938,0.0000,-0.0477,-0.1672,0.0445,-25.6818,-0.1846,-7.85e-8,
520,beta = 0,133.5070,1.0219,11.9320,17.9634,-0.3724,-0.2349,0.0734,0.0000,-0.1846,-1.50e-7,
521,collision,133.5610,1.0000,11.2030,20.2763,-0.4213,-0.2368,0.0729,3.4178,-0.1846,-1.88e-13,
522,pr = 0,134.2199,1.1242,4.3315,39.1606,0.0000,-0.1677,0.0162,32.6603,-0.1846,-1.26e-7,
523,pphi = 0,134.3439,1.1204,3.4508,39.7416,-0.0626,-0.1446,-0.0000,34.5639,-0.1846,-1.11e-7,
524,collision,134.8919,1.0000,1.1107,27.4742,-0.4092,-0.0292,-0.0791,25.8080,-0.1846,-1.50e-13,
525,ptheta = 0,135.0710,1.0593,0.9819,18.3234,0.2635,0.0000,-0.0990,16.8505,-0.1846,-2.98e-7,
526,beta = 0,135.3450,1.1044,1.1188,1.6782,0.0698,0.0153,-0.1098,0.0000,-0.1846,-3.73e-7,
527,phi = 0,135.3710,1.1060,1.1378,0.0000,0.0520,0.0150,-0.1097,-1.7067,-0.1846,-1.68e-7,
528,pr = 0,135.4510,1.1080,1.1891,-4.9005,0.0000,0.0126,-0.1083,-6.6843,-0.1846,-9.01e-8,
529,ptheta = 0,135.6110,1.0996,1.2430,-14.5520,-0.1053,0.0000,-0.1003,-16.4165,-0.1846,-3.60e-7,
530,collision,136.0170,1.0000,0.5198,-32.8701,-0.3943,-0.0783,-0.0490,-33.6498,-0.1846,-1.70e-13,
531,theta = 0,136.1212,1.0363,0.0000,-35.2009,0.3169,-0.1058,-0.0307,-35.2009,-0.1846,-1.24e-7,
532,pphi = 0,136.3112,1.0849,-1.2483,-36.8396,0.1974,-0.1515,0.0000,-34.9671,-0.1846,-2.66e-7,
533,pr = 0,136.6772,1.1206,-4.4287,-31.7191,0.0000,-0.2177,0.0460,-25.0728,-0.1846,-7.94e-8,
534,beta = 0,137.1472,1.0557,-9.7813,-14.7078,-0.2909,-0.2465,0.0721,-0.0000,-0.1846,-1.96e-8,
535,collision,137.3032,1.0000,-11.8373,-8.3152,-0.4205,-0.2336,0.0681,9.5045,-0.1846,-1.91e-13,
536,phi = 0,137.5507,1.0789,-14.6094,0.0000,0.2351,-0.1925,0.0488,22.0347,-0.1846,-2.09e-7,
537,pr = 0,137.9847,1.1277,-17.5796,6.2735,0.0000,-0.0985,-0.0001,32.8547,-0.1846,-2.18e-7,
538,pphi = 0,137.9847,1.1277,-17.5761,6.2735,0.0004,-0.0987,0.0000,32.8494,-0.1846,-6.46e-8,
539,ptheta = 0,138.4027,1.0831,-18.5226,0.1256,-0.2220,0.0000,-0.0512,28.1579,-0.1846,-9.43e-8,
540,phi = 0,138.4067,1.0821,-18.5224,0.0000,-0.2246,0.0010,-0.0517,28.0321,-0.1846,-1.67e-7,
541,collision,138.6647,1.0000,-18.0792,-9.9250,-0.4185,0.0615,-0.0803,17.4246,-0.1846,-1.71e-13,
542,beta = 0,138.9678,1.0889,-16.7532,-25.3127,0.1848,0.1012,-0.0938,-0.0000,-0.1846,-1.53e-7,
543,pr = 0,139.2598,1.1153,-15.3363,-40.4738,0.0000,0.0996,-0.0832,-17.3294,-0.1846,-1.93e-7,
544,collision,139.8798,1.0000,-13.5610,-57.7242,-0.3874,-0.0003,-0.0005,-37.2863,-0.1846,-1.92e-13,
545,ptheta = 0,139.8815,1.0005,-13.5610,-57.7236,-0.2015,0.0000,-0.0008,-37.2858,-0.2390,-5.44e-2,
546,pphi = 0,139.8855,1.0010,-13.5611,-57.7245,0.3853,-0.0010,0.0000,-37.2865,-0.1846,-2.65e-7,
547,pr = 0,140.5055,1.1155,-15.3673,-40.7512,0.0000,-0.1009,0.0826,-17.5595,-0.1846,-2.93e-7,
548,beta = 0,140.8035,1.0882,-16.8270,-25.4259,-0.1875,-0.1027,0.0935,-0.0000,-0.1846,-3.33e-7,
549,collision,141.0975,1.0000,-18.1646,-10.2605,-0.4187,-0.0636,0.0803,17.2205,-0.1846,-1.80e-13,
550,phi = 0,141.3712,1.0846,-18.6396,0.0000,0.2181,-0.0008,0.0506,28.2126,-0.1846,-1.98e-7,
551,ptheta = 0,141.3752,1.0853,-18.6396,0.0982,0.2160,0.0000,0.0502,28.3109,-0.1846,-2.03e-7,
552,pr = 0,141.7832,1.1278,-17.7417,6.0370,0.0000,0.0962,0.0005,32.8673,-0.1846,-9.39e-8,
553,pphi = 0,141.7872,1.1278,-17.7253,6.0375,-0.0019,0.0970,0.0000,32.8427,-0.1846,-2.32e-9,
554,phi = 0,142.2112,1.0802,-14.8676,0.0000,-0.2314,0.1895,-0.0480,22.4287,-0.1846,-2.27e-7,
555,collision,142.4592,1.0000,-12.0610,-8.4617,-0.4204,0.2323,-0.0680,9.6973,-0.1846,-2.09e-13,
556,beta = 0,142.6228,1.0567,-9.9730,-14.9976,0.2884,0.2456,-0.0723,-0.0000,-0.1846,-3.17e-7,
557,pr = 0,143.0908,1.1205,-4.6791,-31.9478,0.0000,0.2177,-0.0465,-24.9253,-0.1846,-2.58e-7,
558,pphi = 0,143.4608,1.0839,-1.4631,-37.1970,-0.2000,0.1509,0.0000,-35.0023,-0.1846,-1.75e-7,
559,theta = 0,143.6908,1.0213,0.0000,-34.7577,-0.3492,0.0945,0.0380,-34.7577,-0.1846,-2.06e-7,
560,collision,143.7468,1.0000,0.2782,-33.3434,-0.3941,0.0788,0.0484,-33.7606,-0.1846,-1.98e-13,
561,ptheta = 0,144.1594,1.1000,1.0124,-14.9307,0.1031,0.0000,0.1002,-16.4493,-0.1846,-3.69e-7,
562,pr = 0,144.3174,1.1081,0.9608,-5.4812,0.0000,-0.0124,0.1081,-6.9225,-0.1846,-3.07e-7,
563,phi = 0,144.4054,1.1056,0.9037,0.0000,-0.0581,-0.0150,0.1097,-1.3556,-0.1846,-1.85e-7,
564,beta = 0,144.4254,1.1042,0.8887,1.3331,-0.0724,-0.0151,0.1098,0.0000,-0.1846,-2.83e-7,
565,ptheta = 0,144.6954,1.0592,0.7550,17.7968,-0.2641,0.0000,0.0992,16.6642,-0.1846,-9.95e-8,
566,collision,144.8714,1.0000,0.8825,26.9491,-0.4095,0.0290,0.0795,25.6253,-0.1846,-1.82e-13,
567,pphi = 0,145.4282,1.1207,3.2486,39.4043,0.0601,0.1454,0.0000,34.5301,-0.1846,-1.04e-7,
568,pr = 0,145.5462,1.1243,4.0961,38.8689,0.0000,0.1676,-0.0155,32.7221,-0.1846,-2.02e-7,
569,collision,146.2022,1.0000,10.9869,20.1425,-0.4212,0.2379,-0.0727,3.6112,-0.1846,-2.29e-13,
570,beta = 0,146.2636,1.0230,11.7600,17.7026,0.3696,0.2361,-0.0733,0.0000,-0.1846,-1.27e-7,
571,phi = 0,146.7516,1.1197,16.7767,0.0000,0.0506,0.1704,-0.0453,-25.3488,-0.1846,-2.43e-7,
572,pr = 0,146.8476,1.1221,17.4814,-2.2257,0.0000,0.1507,-0.0353,-28.6560,-0.1846,-2.31e-7,
573,pphi = 0,147.1356,1.1008,19.0408,-5.2352,-0.1491,0.0827,0.0000,-34.0666,-0.1846,-2.33e-7,
574,ptheta = 0,147.4336,1.0310,19.6577,-1.6717,-0.3300,0.0000,0.0427,-31.4562,-0.1846,-1.25e-7,
575,phi = 0,147.4936,1.0092,19.6261,0.0000,-0.3768,-0.0187,0.0522,-29.7356,-0.1846,-6.21e-8,
576,collision,147.5156,1.0000,19.5957,0.7398,-0.3963,-0.0261,0.0558,-28.9489,-0.1846,-2.54e-13,
577,beta = 0,148.0574,1.1085,17.3558,26.2374,0.0231,-0.1204,0.0955,0.0000,-0.1846,-3.22e-7,
578,pr = 0,148.0954,1.1089,17.1478,28.2501,0.0000,-0.1221,0.0953,2.3320,-0.1846,-3.36e-8,
579,collision,148.6714,1.0000,14.0092,53.9924,-0.3921,-0.0723,0.0438,32.8723,-0.1846,-2.42e-13,
580,pphi = 0,148.9349,1.0781,13.3914,57.2059,0.2158,-0.0167,0.0000,37.0261,-0.1846,-2.29e-7,
581,ptheta = 0,149.0189,1.0943,13.3573,56.8892,0.1683,0.0000,-0.0130,36.7614,-0.1846,-2.34e-8,
582,pr = 0,149.3369,1.1210,13.7658,50.5254,0.0000,0.0531,-0.0552,29.7759,-0.1846,-1.37e-7,
583,beta = 0,149.9149,1.0200,15.9721,24.1164,-0.3824,0.0846,-0.0936,0.0000,-0.1846,-2.98e-7,
584,collision,149.9629,1.0000,16.2016,21.4712,-0.4281,0.0807,-0.0932,-2.9963,-0.1846,-1.91e-13,
585,phi = 0,150.4296,1.1149,17.3413,0.0000,0.0970,0.0062,-0.0618,-26.2151,-0.1846,-4.62e-8,
586,ptheta = 0,150.4596,1.1176,17.3456,-1.0352,0.0804,0.0000,-0.0587,-27.2569,-0.1846,-4.04e-8,
587,pr = 0,150.6096,1.1236,17.2336,-5.3996,0.0000,-0.0330,-0.0417,-31.4494,-0.1846,-2.01e-7,
588,pphi = 0,150.9336,1.0965,16.1629,-9.3650,-0.1687,-0.1109,0.0000,-33.7734,-0.1846,-2.67e-8,
589,collision,151.2816,1.0000,13.3276,-4.5052,-0.4007,-0.2014,0.0486,-24.5879,-0.1846,-2.72e-13,
590,phi = 0,151.4229,1.0478,11.6886,0.0000,0.2919,-0.2310,0.0639,-17.5944,-0.1846,-2.73e-7,
591,beta = 0,151.7169,1.1041,8.0951,12.1630,0.0961,-0.2594,0.0761,0.0000,-0.1846,-3.29e-7,
592,pr = 0,151.8749,1.1117,6.1727,18.9938,0.0000,-0.2581,0.0728,9.7257,-0.1846,-5.11e-8,
593,theta = 0,152.4369,1.0170,0.0000,34.6163,-0.3501,-0.1714,0.0116,34.6163,-0.1846,-2.44e-7,
594,collision,152.4809,1.0000,-0.4288,34.8113,-0.3854,-0.1585,0.0030,35.4546,-0.1846,-2.56e-13,
595,pphi = 0,152.4975,1.0060,-0.5685,34.8249,0.3732,-0.1539,0.0000,35.6776,-0.1846,-1.50e-7,
596,pr = 0,153.1015,1.1138,-3.0234,18.2293,0.0000,-0.0204,-0.0865,22.7654,-0.1846,-4.38e-9,
597,ptheta = 0,153.2635,1.1057,-3.0951,9.5422,-0.1009,0.0000,-0.0990,14.1860,-0.1846,-2.91e-7,
598,phi = 0,153.4255,1.0806,-3.0435,0.0000,-0.2119,0.0117,-0.1057,4.5664,-0.1846,-2.70e-7,
599,beta = 0,153.4995,1.0629,-2.9962,-4.4953,-0.2677,0.0137,-0.1065,-0.0000,-0.1846,-2.20e-7,
600,collision,153.6795,1.0000,-2.8794,-15.4581,-0.4269,0.0074,-0.1010,-11.1380,-0.1846,-1.79e-13,
601,ptheta = 0,153.7566,1.0296,-2.8630,-19.7147,0.3577,0.0000,-0.0954,-15.4193,-0.1846,-1.64e-7,
602,pr = 0,154.3306,1.1230,-4.0152,-41.0249,0.0000,-0.0937,-0.0294,-34.9996,-0.1846,-2.36e-7,
603,pphi = 0,154.5446,1.1114,-5.1350,-42.8330,-0.1087,-0.1354,0.0000,-35.1254,-0.1846,-2.24e-7,
604,collision,155.0006,1.0000,-9.2842,-34.6253,-0.4049,-0.2171,0.0611,-20.6684,-0.1846,-2.83e-13,
605,beta = 0,155.3446,1.0932,-13.3549,-20.1243,0.1506,-0.2311,0.0795,-0.0000,-0.1846,-1.24e-7,
606,pr = 0,155.5926,1.1115,-15.9206,-9.2380,0.0000,-0.2080,0.0718,14.7996,-0.1846,-2.88e-7,
607,phi = 0,155.8546,1.0917,-18.2029,0.0000,-0.1511,-0.1596,0.0489,27.5399,-0.1846,-2.98e-7,
608,pphi = 0,156.1866,1.0075,-20.1595,5.0102,-0.3643,-0.0647,0.0000,35.5714,-0.1846,-2.31e-7,
609,collision,156.2046,1.0000,-20.2294,4.9892,-0.3796,-0.0576,-0.0037,35.6586,-0.1846,-3.19e-13,
610,ptheta = 0,156.3842,1.0560,-20.5018,3.0503,0.2568,0.0000,-0.0335,34.1418,-0.1846,-3.00e-7,
611,phi = 0,156.5102,1.0834,-20.3919,0.0000,0.1802,0.0346,-0.0510,30.9212,-0.1846,-2.58e-7,
612,pr = 0,156.8182,1.1112,-19.3818,-12.0254,0.0000,0.0998,-0.0818,17.3326,-0.1846,-1.89e-7,
613,beta = 0,157.1102,1.0851,-17.7477,-26.8396,-0.1835,0.1329,-0.0924,-0.0000,-0.1846,-3.43e-7,
614,collision,157.4002,1.0000,-15.6883,-41.5659,-0.4103,0.1300,-0.0789,-17.8835,-0.1846,-2.82e-13,
615,pphi = 0,158.0212,1.1225,-12.9769,-56.1942,0.0255,0.0358,0.0000,-36.6446,-0.1846,-2.29e-7,
616,pr = 0,158.0732,1.1232,-12.9036,-56.0889,0.0000,0.0266,0.0071,-36.6506,-0.1846,-1.89e-7,
617,ptheta = 0,158.2232,1.1175,-12.8123,-54.5735,-0.0758,0.0000,0.0278,-35.2739,-0.1846,-8.69e-8,
618,collision,158.7352,1.0000,-13.8709,-36.8084,-0.4161,-0.0722,0.0892,-15.8989,-0.1846,-2.59e-13,
619,beta = 0,158.9966,1.0794,-14.9101,-22.4935,0.2067,-0.0748,0.1000,-0.0000,-0.1846,-3.52e-7,
620,pr = 0,159.3146,1.1114,-15.8215,-5.0259,0.0000,-0.0398,0.0871,18.8600,-0.1846,-6.23e-8,
621,phi = 0,159.4206,1.1081,-15.9720,0.0000,-0.0629,-0.0208,0.0779,24.1162,-0.1846,-4.11e-8,
622,ptheta = 0,159.5206,1.0989,-16.0216,4.1561,-0.1213,0.0000,0.0673,28.3483,-0.1846,-2.02e-7,
623,collision,159.9226,1.0000,-14.9003,13.1813,-0.3817,0.1128,0.0059,35.6599,-0.1846,-3.13e-13,
624,pphi = 0,159.9553,1.0118,-14.6864,13.2353,0.3574,0.1235,0.0000,35.3875,-0.1846,-1.91e-8,
625,phi = 0,160.5313,1.1118,-9.1752,0.0000,0.0041,0.2491,-0.0686,13.7925,-0.1846,-2.75e-7,
626,pr = 0,160.5373,1.1118,-9.0935,-0.2788,0.0000,0.2499,-0.0690,13.3903,-0.1846,-1.43e-7,
627,beta = 0,160.7613,1.0970,-6.3997,-9.6095,-0.1347,0.2649,-0.0754,-0.0000,-0.1846,-4.54e-8,
628,collision,161.1293,1.0000,-1.5054,-24.1435,-0.4039,0.2382,-0.0541,-21.8853,-0.1846,-2.97e-13,
629,theta = 0,161.2513,1.0429,0.0000,-27.3569,0.3090,0.2149,-0.0384,-27.3569,-0.1846,-2.36e-7,
630,pphi = 0,161.5273,1.1041,2.5466,-30.4105,0.1411,0.1562,0.0000,-34.2311,-0.1846,-1.77e-7,
631,pr = 0,161.8013,1.1232,4.1418,-27.4856,0.0000,0.0983,0.0370,-33.7011,-0.1846,-1.78e-7,
632,ptheta = 0,162.3633,1.0324,5.3284,-5.0642,-0.3539,0.0000,0.0968,-13.0625,-0.1846,-3.26e-9,
633,collision,162.4433,1.0000,5.3064,-0.3455,-0.4299,-0.0091,0.1017,-8.3108,-0.1846,-1.95e-13,
634,phi = 0,162.4502,1.0025,5.3032,0.0000,0.4241,-0.0096,0.1019,-7.9605,-0.1846,-5.46e-8,
635,beta = 0,162.5822,1.0503,5.2041,7.8115,0.3070,-0.0167,0.1048,0.0000,-0.1846,-3.41e-7,
636,ptheta = 0,162.9222,1.1123,5.0053,27.2019,0.0693,0.0000,0.0899,19.6892,-0.1846,-2.95e-7,
637,pr = 0,163.0382,1.1163,5.0422,32.8529,0.0000,0.0144,0.0792,25.2847,-0.1846,-2.65e-7,
