n,event type,t,r,theta,phi,pr,ptheta,pphi,beta,E,dE,
1222,collision,529.6745,1.0000,58.5107,70.5818,-0.4997,-0.1139,-0.0710,-27.1525,-0.0435,-1.27e-9,
1223,pphi = 0,530.6332,1.3108,49.2286,53.7222,0.2153,-0.3422,0.0000,-25.6133,-0.0435,-7.79e-7,
1224,beta = 0,531.5132,1.4390,38.8806,60.8384,0.0825,-0.4306,0.0211,0.0000,-0.0435,-5.53e-7,
1225,pr = 0,532.1632,1.4655,31.1349,67.3936,0.0000,-0.4409,0.0104,19.4525,-0.0435,-5.20e-7,
1226,pphi = 0,532.4432,1.4607,27.8406,68.2759,-0.0339,-0.4339,0.0000,25.6427,-0.0435,-3.80e-7,
1227,beta = 0,534.4932,1.0110,2.2147,3.3225,-0.5914,-0.3255,-0.1022,0.0000,-0.0435,3.87e-6,
1228,collision,534.5032,1.0000,1.8757,2.2462,-0.6075,-0.3257,-0.1021,-0.5676,-0.0435,-1.01e-9,
1229,phi = 0,534.5485,1.0227,1.1742,0.0000,0.5747,-0.3263,-0.1019,-1.7614,-0.0435,2.22e-6,
1230,theta = 0,534.6185,1.0600,0.0000,-3.9503,0.5234,-0.3279,-0.1009,-3.9503,-0.0435,2.24e-6,
1231,pphi = 0,536.5485,1.4621,-24.4212,-61.4634,0.0383,-0.4462,0.0000,-24.2510,-0.0435,-2.33e-7,
1232,pr = 0,536.8685,1.4681,-28.1845,-60.4237,0.0000,-0.4536,0.0109,-17.2406,-0.0435,-3.92e-7,
1233,beta = 0,537.4485,1.4464,-35.3122,-54.8153,-0.0745,-0.4443,0.0196,-0.0000,-0.0435,-5.71e-9,
1234,pphi = 0,538.3085,1.3307,-45.6348,-48.4109,-0.2011,-0.3646,0.0000,24.3002,-0.0435,-7.43e-7,
1235,collision,539.3285,1.0000,-56.3233,-67.7038,-0.5077,-0.1279,-0.0749,25.5032,-0.0435,-1.28e-9,
1236,beta = 0,539.8918,1.2069,-57.9338,-96.5277,0.2694,-0.0140,-0.0989,-0.0000,-0.0435,-2.35e-7,
1237,ptheta = 0,540.1218,1.2626,-57.9853,-109.8824,0.2006,0.0000,-0.0957,-13.2474,-0.0435,-7.31e-7,
1238,ptheta = 0,540.3518,1.3025,-57.9775,-122.0540,0.1462,0.0000,-0.0875,-25.4352,-0.0435,-2.21e-7,
1239,pr = 0,541.3618,1.3666,-59.0691,-155.4064,0.0000,-0.0855,-0.0237,-56.4951,-0.0435,-8.68e-7,
1240,pphi = 0,541.6818,1.3613,-60.1175,-157.6123,-0.0325,-0.1246,0.0000,-56.4668,-0.0435,-3.77e-7,
1241,beta = 0,543.1018,1.1825,-69.2618,-122.1267,-0.2617,-0.2044,0.0715,-0.0000,-0.0435,-1.27e-6,
1242,collision,543.6118,1.0000,-73.2759,-102.6486,-0.4496,-0.0990,0.0499,29.6238,-0.0435,-1.36e-9,
1243,ptheta = 0,543.9394,1.1230,-74.0738,-96.1607,0.3360,0.0000,0.0222,38.1996,-0.0435,-6.35e-7,
1244,pphi = 0,544.2494,1.2140,-73.5846,-94.2990,0.2661,0.0759,0.0000,38.7784,-0.0435,-4.83e-7,
1245,beta = 0,545.5394,1.4251,-66.2962,-115.0100,0.0736,0.2483,-0.0419,-0.0000,-0.0435,-6.21e-7,
1246,pr = 0,546.1594,1.4474,-61.9137,-128.7517,0.0000,0.2593,-0.0329,-23.7022,-0.0435,-2.57e-7,
1247,pphi = 0,546.9294,1.4152,-56.6710,-136.7568,-0.0829,0.2246,0.0000,-42.8387,-0.0435,-1.72e-7,
1248,collision,548.6794,1.0000,-46.5737,-79.2420,-0.5392,0.1401,0.1091,-4.8230,-0.0435,-1.20e-9,
1249,beta = 0,548.7832,1.0502,-45.7796,-72.9734,0.4709,0.1530,0.1102,-0.0000,-0.0435,-1.06e-7,
1250,pphi = 0,550.6132,1.3774,-26.7307,-7.0744,0.0133,0.4529,0.0000,33.7900,-0.0435,-1.01e-6,
1251,pr = 0,550.7132,1.3781,-25.3636,-7.2530,0.0000,0.4662,-0.0063,31.4453,-0.0435,-1.09e-6,
1252,beta = 0,551.5232,1.3280,-12.5711,-18.9332,-0.1309,0.5359,-0.0355,-0.0000,-0.0435,-8.29e-7,
1253,theta = 0,552.1932,1.1919,0.0000,-28.8681,-0.2860,0.4996,-0.0057,-28.8681,-0.0435,-1.99e-6,
1254,pphi = 0,552.2532,1.1750,1.1617,-28.9636,-0.3028,0.4909,0.0000,-30.7062,-0.0435,-2.62e-6,
1255,collision,552.6932,1.0000,10.7420,-21.1453,-0.4951,0.3818,0.0674,-37.3059,-0.0435,-1.19e-9,
1256,phi = 0,553.0802,1.1477,16.9008,0.0000,0.2988,0.2845,0.1214,-25.5391,-0.0435,-4.56e-6,
1257,beta = 0,553.5002,1.2358,21.2053,32.1838,0.1261,0.2369,0.1399,0.0000,-0.0435,-3.59e-6,
1258,pr = 0,553.8702,1.2581,24.3357,60.5424,0.0000,0.2384,0.1281,23.4646,-0.0435,-1.72e-6,
1259,pphi = 0,554.9502,1.1059,37.4691,105.2870,-0.2700,0.3936,0.0000,46.8492,-0.0435,-2.70e-6,
1260,collision,555.2602,1.0000,44.5851,100.6701,-0.3888,0.4447,-0.0482,29.8505,-0.0435,-1.40e-9,
1261,beta = 0,555.6499,1.1164,53.1944,86.9464,0.2370,0.4363,-0.0702,0.0001,-0.0435,-2.64e-6,
1262,pphi = 0,556.7399,1.2390,67.6092,60.6589,0.0273,0.1967,0.0000,-57.4631,-0.0435,-1.18e-6,
1263,pr = 0,556.9799,1.2422,69.0873,62.1039,0.0000,0.1362,0.0211,-59.5952,-0.0435,-5.72e-7,
1264,ptheta = 0,557.5199,1.2237,70.4592,75.9211,-0.0733,0.0000,0.0672,-49.1695,-0.0435,-1.37e-6,
1265,beta = 0,558.3099,1.0946,67.4364,117.7089,-0.2838,-0.1607,0.1077,0.0000,-0.0435,-2.22e-6,
1266,collision,558.5699,1.0000,64.9988,134.1762,-0.4118,-0.1731,0.0980,22.1821,-0.0435,-1.44e-9,
1267,pphi = 0,559.5261,1.2439,60.1206,161.3438,0.1618,-0.0298,0.0000,60.1918,-0.0435,-6.66e-7,
1268,ptheta = 0,559.7061,1.2709,60.0237,160.4355,0.1379,0.0000,-0.0173,59.4913,-0.0435,-2.81e-7,
1269,pr = 0,560.6561,1.3403,61.8234,130.9464,0.0000,0.0957,-0.0828,26.0955,-0.0435,-7.65e-7,
1270,beta = 0,561.1161,1.3212,63.2026,107.9130,-0.0865,0.0866,-0.0920,0.0000,-0.0435,-5.17e-7,
1271,ptheta = 0,561.7361,1.2261,64.2801,77.3916,-0.2223,0.0000,-0.0731,-32.9567,-0.0435,-1.54e-6,
1272,collision,562.4361,1.0000,60.8139,60.2735,-0.4307,-0.2232,-0.0002,-42.3738,-0.0435,-1.42e-9,
1273,pphi = 0,562.4538,1.0007,60.7935,60.2740,0.4300,-0.2239,0.0000,-42.3292,-0.0435,-2.48e-6,
1274,beta = 0,563.2638,1.2416,48.3995,77.7857,0.1837,-0.4201,0.0550,0.0000,-0.0435,-2.98e-7,
1275,pphi = 0,564.2938,1.3315,33.7967,98.3746,0.0092,-0.3874,0.0000,46.0736,-0.0435,-1.50e-6,
1276,pr = 0,564.3638,1.3318,32.9112,98.2428,0.0000,-0.3794,-0.0065,47.3999,-0.0435,-1.41e-6,
1277,beta = 0,565.9638,1.0829,16.3158,24.6424,-0.4390,-0.2390,-0.1345,0.0000,-0.0435,-2.88e-6,
1278,collision,566.1238,1.0000,14.1635,11.9818,-0.5666,-0.2548,-0.1304,-9.3733,-0.0435,-1.15e-9,
1279,phi = 0,566.2946,1.0837,11.8129,0.0000,0.4420,-0.2799,-0.1191,-17.7829,-0.0435,6.73e-8,
1280,theta = 0,567.1746,1.3204,0.0000,-39.3808,0.1551,-0.4180,-0.0355,-39.3808,-0.0435,-6.01e-7,
1281,pphi = 0,567.6046,1.3717,-5.9787,-43.5527,0.0876,-0.4695,0.0000,-34.5765,-0.0435,-1.25e-6,
1282,pr = 0,568.2046,1.3981,-14.7311,-37.3545,0.0000,-0.5089,0.0320,-15.1340,-0.0435,-1.09e-6,
1283,beta = 0,568.5546,1.3887,-19.9576,-30.2485,-0.0544,-0.5080,0.0375,-0.0000,-0.0435,-5.56e-7,
1284,pphi = 0,569.4546,1.2710,-33.4893,-17.3658,-0.2107,-0.4097,-0.0000,34.4281,-0.0435,-1.59e-6,
1285,collision,570.2846,1.0000,-44.5059,-38.2083,-0.4872,-0.1798,-0.0950,32.4694,-0.0435,-1.35e-9,
1286,beta = 0,570.8537,1.1885,-47.3057,-75.7613,0.2193,-0.0549,-0.1300,-0.0000,-0.0435,-1.30e-6,
1287,pr = 0,571.6237,1.2636,-48.7713,-126.4347,0.0000,-0.0752,-0.0880,-47.9558,-0.0435,-4.09e-7,
1288,pphi = 0,572.4237,1.2121,-52.8608,-147.4586,-0.1199,-0.2074,0.0000,-61.1658,-0.0435,-2.17e-6,
1289,collision,573.3737,1.0000,-65.3337,-118.4713,-0.3792,-0.3101,0.0907,-5.7042,-0.0435,-1.49e-9,
1290,beta = 0,573.4524,1.0225,-66.3950,-115.2421,0.3487,-0.3024,0.0913,-0.0001,-0.0435,-3.33e-6,
1291,ptheta = 0,574.6724,1.2370,-75.3265,-76.3856,0.0710,0.0000,0.0058,61.2997,-0.0435,-1.23e-6,
1292,pphi = 0,574.7424,1.2416,-75.3042,-76.2726,0.0634,0.0174,0.0000,61.3532,-0.0435,-1.48e-6,
1293,pr = 0,575.2924,1.2595,-73.6245,-83.1991,0.0000,0.1488,-0.0429,49.9825,-0.0435,-1.51e-6,
1294,beta = 0,576.1324,1.2015,-66.3551,-115.1483,-0.1539,0.2940,-0.0797,-0.0001,-0.0435,-2.40e-6,
1295,collision,576.8924,1.0000,-56.0063,-142.1932,-0.3865,0.2448,-0.0205,-49.6317,-0.0435,-1.44e-9,
1296,pphi = 0,577.0193,1.0435,-54.5001,-142.8880,0.3447,0.2151,0.0000,-53.3584,-0.0435,-8.97e-7,
1297,pr = 0,578.3493,1.2750,-48.3806,-82.4745,0.0000,0.0710,0.1242,-4.7240,-0.0435,-1.87e-6,
1298,beta = 0,578.4193,1.2743,-48.1969,-77.4090,-0.0203,0.0759,0.1245,-0.0000,-0.0435,-9.15e-7,
1299,collision,579.7193,1.0000,-36.6123,-14.5809,-0.4231,0.3943,0.0019,42.4115,-0.0435,-1.41e-9,
1300,pphi = 0,579.7342,1.0042,-36.3872,-14.5755,0.4184,0.3985,0.0000,42.0384,-0.0435,-1.39e-7,
1301,beta = 0,580.4342,1.2035,-20.5801,-31.2131,0.1738,0.5505,-0.0615,-0.0000,-0.0435,-3.89e-6,
1302,pr = 0,581.2542,1.2674,-4.5603,-50.6650,0.0000,0.4881,-0.0066,-43.8209,-0.0435,-1.47e-8,
1303,pphi = 0,581.3042,1.2671,-3.5647,-50.7747,-0.0093,0.4785,0.0000,-45.4259,-0.0435,-1.84e-6,
1304,theta = 0,581.5242,1.2614,0.0000,-49.1590,-0.0437,0.4395,0.0263,-49.1590,-0.0435,-2.61e-6,
1305,phi = 0,582.5042,1.1084,13.0804,0.0000,-0.3320,0.2497,0.1428,-19.7070,-0.0435,-2.48e-6,
1306,collision,582.7542,1.0000,16.1485,22.3968,-0.5196,0.2163,0.1559,-1.9896,-0.0435,-1.25e-9,
1307,beta = 0,582.7856,1.0142,16.4902,24.9096,0.4944,0.2141,0.1560,0.0000,-0.0435,-2.96e-6,
1308,pr = 0,584.2556,1.2601,32.7483,102.5134,0.0000,0.3865,0.0065,51.9379,-0.0435,-2.27e-6,
1309,pphi = 0,584.3156,1.2599,33.5505,102.6198,-0.0081,0.3949,0.0000,50.7250,-0.0435,-9.10e-7,
1310,beta = 0,585.2656,1.1723,49.4117,79.6797,-0.1979,0.4420,-0.0659,0.0001,-0.0435,-3.44e-6,
1311,collision,585.8456,1.0000,60.1928,61.6233,-0.3978,0.2934,-0.0268,-39.6838,-0.0435,-1.49e-9,
1312,pphi = 0,586.0639,1.0723,62.8992,60.1116,0.3282,0.2136,0.0000,-47.1226,-0.0435,-3.17e-7,
1313,ptheta = 0,586.8139,1.2539,66.1385,77.2151,0.1629,0.0000,0.0710,-37.4251,-0.0435,-1.99e-6,
1314,beta = 0,587.5139,1.3191,64.7998,111.5368,0.0236,-0.0977,0.0935,0.0000,-0.0435,-1.57e-6,
1315,pr = 0,587.6339,1.3205,64.4078,117.8384,0.0000,-0.1041,0.0928,7.1990,-0.0435,-7.01e-7,
1316,ptheta = 0,588.8539,1.1835,61.2052,162.2984,-0.2162,0.0000,0.0138,58.8007,-0.0435,-1.57e-6,
1317,pphi = 0,588.9739,1.1566,61.2645,162.7754,-0.2374,0.0240,0.0000,59.1485,-0.0435,-1.03e-6,
1318,collision,589.4839,1.0000,63.4505,152.4411,-0.3813,0.1419,-0.0713,43.9712,-0.0435,-1.49e-9,
1319,beta = 0,590.0788,1.1566,68.2717,119.7154,0.1651,0.1686,-0.1097,0.0000,-0.0435,-4.01e-6,
1320,pr = 0,590.7388,1.2067,71.3939,82.0912,0.0000,0.0458,-0.0800,-45.3500,-0.0435,-1.54e-6,
1321,ptheta = 0,590.9188,1.2038,71.5561,74.6810,-0.0311,0.0000,-0.0653,-53.1713,-0.0435,-2.30e-6,
1322,pphi = 0,591.5688,1.1526,69.0417,61.9929,-0.1235,-0.1907,0.0000,-59.5945,-0.0435,-1.10e-6,
1323,collision,592.3188,1.0000,57.1889,80.0786,-0.3187,-0.4386,0.0780,-14.9046,-0.0435,-1.60e-9,
1324,beta = 0,592.4856,1.0437,53.3366,87.2258,0.2509,-0.4713,0.0824,0.0002,-0.0435,-8.43e-6,
1325,pphi = 0,593.3056,1.1447,35.5877,111.6862,0.0295,-0.4040,0.0000,56.4112,-0.0435,-4.55e-6,
1326,pr = 0,593.4856,1.1473,32.6262,110.2241,0.0000,-0.3639,-0.0291,59.8489,-0.0435,-2.93e-6,
1327,collision,594.4856,1.0000,20.7379,44.1353,-0.4063,-0.1727,-0.1836,12.6776,-0.0435,-1.48e-9,
1328,beta = 0,594.6348,1.0477,19.4393,29.4469,0.2923,-0.1763,-0.1882,0.0000,-0.0435,-1.08e-5,
1329,phi = 0,594.9148,1.1025,16.7690,0.0000,0.1073,-0.2169,-0.1727,-25.3370,-0.0435,-5.56e-6,
1330,pr = 0,595.1348,1.1138,14.2916,-20.0727,0.0000,-0.2700,-0.1437,-41.6229,-0.0435,-4.77e-6,
1331,pphi = 0,595.8348,1.0344,1.3793,-50.6085,-0.2131,-0.4990,0.0000,-52.6775,-0.0435,-8.34e-6,
1332,theta = 0,595.8848,1.0233,0.0000,-50.4357,-0.2290,-0.5172,0.0120,-50.4357,-0.0435,-8.76e-6,
1333,collision,595.9648,1.0000,-2.8329,-49.1693,-0.2636,-0.5506,0.0346,-44.9192,-0.0435,-1.68e-9,
1334,beta = 0,596.4829,1.0811,-18.5305,-28.0444,0.0604,-0.6210,0.0931,-0.0000,-0.0435,-7.08e-7,
1335,pr = 0,596.6329,1.0858,-23.2180,-19.8352,0.0000,-0.6022,0.0879,15.4885,-0.0435,-9.24e-6,
1336,pphi = 0,597.2129,1.0324,-38.3710,-2.8714,-0.1712,-0.4145,0.0000,57.0974,-0.0435,-8.07e-6,
1337,collision,597.3729,1.0000,-41.8759,-4.6759,-0.2146,-0.3366,-0.0382,61.3440,-0.0435,-1.73e-9,
1338,pr = 0,598.0180,1.0752,-48.5525,-42.3054,0.0000,-0.0735,-0.1547,35.7653,-0.0435,-9.63e-7,
1339,ptheta = 0,598.2880,1.0573,-49.0068,-67.9071,-0.1402,0.0000,-0.1767,11.0124,-0.0435,-1.08e-5,
1340,beta = 0,598.3980,1.0389,-48.9497,-78.8126,-0.2066,0.0192,-0.1790,-0.0000,-0.0435,-1.21e-5,
1341,collision,598.5380,1.0000,-48.7210,-94.1388,-0.3106,0.0328,-0.1740,-15.7537,-0.0435,-1.75e-9,
1342,ptheta = 0,598.8923,1.0709,-48.3055,-124.7166,0.1235,0.0000,-0.1340,-47.1058,-0.0435,-3.07e-6,
1343,pr = 0,599.3723,1.0960,-49.6315,-150.5915,0.0000,-0.1234,-0.0523,-70.4979,-0.0435,-1.52e-6,
1344,pphi = 0,599.6623,1.0898,-51.9725,-154.9583,-0.0419,-0.2114,0.0000,-70.3935,-0.0435,-4.24e-6,
1345,collision,600.4023,1.0000,-63.9624,-128.7958,-0.2370,-0.3677,0.1083,-19.1695,-0.0435,-1.80e-9,
1346,beta = 0,600.5893,1.0343,-67.4368,-117.7100,0.1619,-0.3564,0.1139,-0.0001,-0.0435,-7.57e-6,
1347,pr = 0,601.0893,1.0712,-75.1293,-88.2805,0.0000,-0.2219,0.0808,48.8777,-0.0435,-5.08e-6,
1348,ptheta = 0,601.6393,1.0429,-78.3069,-73.8458,-0.0940,0.0000,0.0075,71.9751,-0.0435,-4.22e-6,
1349,pphi = 0,601.6893,1.0380,-78.2778,-73.7386,-0.1009,0.0220,0.0000,72.0013,-0.0435,-4.24e-6,
1350,collision,601.9893,1.0000,-76.7213,-77.8545,-0.1519,0.1636,-0.0476,63.5998,-0.0435,-1.84e-9,
1351,pr = 0,602.5417,1.0447,-68.6759,-103.6211,0.0000,0.3684,-0.1091,17.0744,-0.0435,-1.15e-6,
1352,beta = 0,602.6917,1.0404,-65.5935,-113.3695,-0.0565,0.3976,-0.1130,-0.0001,-0.0435,-8.28e-6,
1353,collision,603.0117,1.0000,-58.2370,-133.5328,-0.1870,0.3970,-0.0915,-36.3721,-0.0435,-1.82e-9,
1354,pphi = 0,603.5364,1.0588,-48.8945,-147.8625,0.0607,0.2610,0.0000,-69.1532,-0.0435,-5.87e-6,
1355,pr = 0,603.9064,1.0704,-45.1851,-140.2303,0.0000,0.1432,0.0731,-68.3317,-0.0435,-2.77e-6,
1356,collision,604.5464,1.0000,-43.2274,-90.7341,-0.2746,0.0040,0.1828,-22.3341,-0.0435,-1.77e-9,
1357,beta = 0,604.7577,1.0412,-43.1545,-68.2710,0.1265,0.0150,0.1930,-0.0000,-0.0435,-1.45e-5,
1358,pr = 0,604.9577,1.0533,-42.8229,-47.0506,0.0000,0.0548,0.1849,20.6342,-0.0435,-6.93e-6,
1359,collision,605.3877,1.0000,-39.7145,-7.7446,-0.2286,0.2208,0.1159,54.5241,-0.0435,-1.75e-9,
1360,phi = 0,605.5297,1.0271,-37.8324,0.0000,0.1787,0.2826,0.0857,59.0533,-0.0435,-7.93e-6,
1361,pphi = 0,605.9297,1.0782,-30.2670,9.6751,0.0824,0.4476,0.0000,56.2088,-0.0435,-7.40e-6,
1362,pr = 0,606.2697,1.0931,-21.8869,3.5095,0.0000,0.5618,-0.0600,36.7540,-0.0435,-6.60e-6,
1363,phi = 0,606.3597,1.0918,-19.3411,0.0000,-0.0283,0.5859,-0.0723,29.2951,-0.0435,-6.89e-7,
1364,beta = 0,606.6697,1.0657,-10.0506,-15.1148,-0.1467,0.6312,-0.0923,-0.0000,-0.0435,-5.52e-6,
1365,collision,606.9697,1.0000,0.0172,-29.7609,-0.2905,0.6006,-0.0682,-29.7868,-0.0435,-1.69e-9,
1366,theta = 0,606.9713,1.0001,0.0000,-29.7413,0.1088,0.6008,-0.0682,-29.7413,-0.0797,-3.62e-2,
1367,pphi = 0,607.3213,1.0770,10.1463,-36.7895,0.1662,0.4933,-0.0000,-52.0491,-0.0435,-4.56e-6,
1368,pr = 0,607.9713,1.1337,21.7456,-13.2713,0.0000,0.2874,0.1217,-46.2957,-0.0435,-5.78e-6,
1369,phi = 0,608.1413,1.1283,23.7748,0.0000,-0.0657,0.2404,0.1464,-36.1967,-0.0435,-7.43e-6,
1370,beta = 0,608.5813,1.0477,27.8295,42.6155,-0.3195,0.1559,0.1786,0.0000,-0.0435,-2.44e-7,
1371,collision,608.7013,1.0000,28.8938,55.7311,-0.4227,0.1482,0.1749,11.4107,-0.0435,-1.48e-9,
1372,pr = 0,609.9103,1.1742,41.1072,123.4249,0.0000,0.3479,0.0094,58.7467,-0.0435,-2.06e-6,
1373,pphi = 0,609.9803,1.1739,42.0773,123.6013,-0.0099,0.3611,0.0000,57.2284,-0.0435,-3.40e-6,
1374,beta = 0,610.8803,1.0847,58.6040,97.9305,-0.2185,0.4274,-0.0786,0.0002,-0.0435,-6.16e-6,
1375,collision,611.1803,1.0000,64.9969,84.8756,-0.3365,0.3545,-0.0647,-27.1143,-0.0435,-1.62e-9,
1376,pphi = 0,611.7923,1.1486,72.5027,73.6213,0.1816,0.1470,0.0000,-56.6503,-0.0435,-1.92e-6,
1377,ptheta = 0,612.3123,1.2229,74.0358,81.1511,0.1041,0.0000,0.0484,-53.1091,-0.0435,-1.98e-6,
1378,pr = 0,612.9223,1.2562,72.4970,105.4342,0.0000,-0.1284,0.0864,-24.8227,-0.0435,-2.06e-6,
1379,beta = 0,613.2923,1.2418,70.4082,124.9633,-0.0794,-0.1725,0.0942,0.0000,-0.0435,-1.74e-6,
1380,collision,614.4023,1.0000,63.4814,166.5246,-0.3664,-0.0456,0.0026,57.9852,-0.0435,-1.53e-9,
1381,pphi = 0,614.4283,1.0054,63.4450,166.5344,0.3615,-0.0410,0.0000,58.0768,-0.0435,-4.20e-6,
1382,ptheta = 0,614.5683,1.0531,63.2911,165.5858,0.3196,-0.0000,-0.0230,57.4742,-0.0435,-4.20e-6,
1383,beta = 0,615.6683,1.2537,66.9660,116.5897,0.0471,0.1029,-0.1041,0.0000,-0.0435,-1.54e-6,
1384,pr = 0,615.8683,1.2584,67.6480,104.6908,0.0000,0.0824,-0.1017,-13.5240,-0.0435,-7.57e-7,
1385,ptheta = 0,616.3383,1.2349,68.4049,80.0856,-0.0985,0.0000,-0.0801,-39.9521,-0.0435,-1.86e-6,
1386,pphi = 0,617.1583,1.0906,64.4602,59.3027,-0.2554,-0.2380,0.0000,-51.4564,-0.0435,-2.75e-6,
1387,collision,617.4583,1.0000,59.7048,62.7839,-0.3469,-0.3574,0.0403,-37.4781,-0.0435,-1.60e-9,
1388,beta = 0,617.9399,1.1242,49.3717,79.6045,0.1789,-0.4814,0.0716,0.0001,-0.0435,-2.71e-6,
1389,pr = 0,618.7099,1.1855,33.8886,101.7520,0.0000,-0.4434,0.0127,49.2992,-0.0435,-2.74e-6,
1390,pphi = 0,618.7999,1.1848,32.2409,102.0927,-0.0156,-0.4271,0.0000,52.3483,-0.0435,-3.68e-6,
1391,collision,619.9599,1.0000,16.2975,41.8683,-0.4270,-0.2045,-0.1751,17.2538,-0.0435,-1.47e-9,
1392,beta = 0,620.1606,1.0683,14.1778,21.3770,0.2699,-0.2021,-0.1841,0.0000,-0.0435,-9.43e-6,
1393,phi = 0,620.3706,1.1096,12.0898,0.0000,0.1368,-0.2232,-0.1760,-18.2028,-0.0435,-8.68e-6,
1394,pr = 0,620.6406,1.1274,8.9888,-25.4841,0.0000,-0.2776,-0.1451,-38.9951,-0.0435,-6.29e-6,
1395,theta = 0,621.1906,1.0761,0.0000,-55.8383,-0.1738,-0.4372,-0.0426,-55.8383,-0.0435,-5.33e-6,
1396,pphi = 0,621.3706,1.0387,-4.4952,-58.1442,-0.2265,-0.5003,0.0000,-51.3979,-0.0435,-2.79e-6,
1397,collision,621.5206,1.0000,-8.9356,-56.5877,-0.2816,-0.5506,0.0353,-43.1571,-0.0435,-1.69e-9,
1398,beta = 0,622.0130,1.0888,-23.9905,-36.5353,0.0839,-0.6061,0.0891,-0.0000,-0.0435,-1.99e-6,
1399,pr = 0,622.2530,1.0985,-30.6533,-24.9633,0.0000,-0.5698,0.0786,22.1960,-0.0435,-8.74e-6,
1400,pphi = 0,622.7930,1.0585,-43.4176,-11.4695,-0.1386,-0.3933,0.0000,57.2678,-0.0435,-4.82e-6,
1401,collision,623.1130,1.0000,-49.1357,-17.8091,-0.2190,-0.2445,-0.0684,61.3521,-0.0435,-1.77e-9,
1402,pr = 0,623.6968,1.0687,-52.8378,-57.8600,0.0000,-0.0115,-0.1614,28.3878,-0.0435,-6.64e-6,
1403,ptheta = 0,623.7368,1.0683,-52.8488,-61.4950,-0.0193,0.0000,-0.1649,24.7744,-0.0435,-9.21e-6,
1404,beta = 0,623.9868,1.0476,-52.4771,-85.5441,-0.1546,0.0537,-0.1755,-0.0000,-0.0435,-5.38e-6,
1405,collision,624.1868,1.0000,-51.7346,-106.7356,-0.2914,0.0670,-0.1658,-22.6304,-0.0435,-1.79e-9,
1406,ptheta = 0,624.6126,1.0761,-50.8114,-140.1081,0.0980,0.0000,-0.1072,-57.7755,-0.0435,-1.86e-6,
1407,pr = 0,625.1326,1.0979,-52.6202,-158.5843,0.0000,-0.1500,-0.0164,-72.7613,-0.0435,-1.77e-6,
1408,pphi = 0,625.2326,1.0973,-53.3569,-159.0250,-0.0123,-0.1784,0.0000,-71.7593,-0.0435,-4.43e-6,
1409,collision,626.1426,1.0000,-66.7439,-123.1478,-0.2564,-0.3389,0.1154,-7.0837,-0.0435,-1.81e-9,
1410,beta = 0,626.2126,1.0153,-67.9460,-118.9302,0.2265,-0.3316,0.1162,-0.0001,-0.0435,-9.12e-6,
1411,pr = 0,626.9926,1.0887,-77.0720,-77.9981,0.0000,-0.0945,0.0501,64.4144,-0.0435,-5.65e-7,
1412,ptheta = 0,627.2426,1.0842,-77.6397,-73.1326,-0.0344,0.0000,0.0184,70.8405,-0.0435,-3.63e-6,
1413,pphi = 0,627.3826,1.0783,-77.4571,-72.4043,-0.0517,0.0541,0.0000,71.0656,-0.0435,-4.07e-6,
1414,collision,628.0726,1.0000,-70.0811,-91.5528,-0.1992,0.3385,-0.0921,32.5961,-0.0435,-1.88e-9,
1415,beta = 0,628.3918,1.0427,-63.7946,-109.2463,0.0844,0.4161,-0.1081,-0.0000,-0.0435,-2.52e-6,
1416,pr = 0,628.6218,1.0523,-58.6515,-123.2099,0.0000,0.4269,-0.0984,-25.1796,-0.0435,-8.57e-6,
1417,pphi = 0,629.2118,1.0024,-46.8080,-142.4546,-0.1546,0.2916,0.0000,-67.6070,-0.0435,-9.85e-6,
1418,collision,629.2118,1.0000,-46.5569,-142.4405,-0.1578,0.2859,0.0036,-68.0522,-0.0435,-1.82e-9,
1419,pr = 0,629.8412,1.0547,-40.6780,-116.4560,0.0000,0.0819,0.1387,-52.5231,-0.0435,-9.12e-6,
1420,collision,630.2912,1.0000,-39.5923,-71.2075,-0.2717,0.0320,0.1967,-9.1490,-0.0435,-1.83e-9,
1421,beta = 0,630.3814,1.0198,-39.4248,-61.7708,0.2055,0.0407,0.1985,-0.0000,-0.0435,-1.58e-5,
1422,pr = 0,630.6814,1.0496,-38.2679,-28.4646,0.0000,0.1130,0.1781,31.3286,-0.0435,-1.26e-5,
1423,phi = 0,631.0114,1.0218,-35.2614,0.0000,-0.1600,0.2391,0.1205,54.7306,-0.0435,-1.41e-5,
1424,collision,631.1214,1.0000,-33.4874,7.2731,-0.2056,0.2940,0.0924,59.0640,-0.0435,-1.78e-9,
1425,pphi = 0,631.5243,1.0583,-25.4820,17.3791,0.1010,0.4646,0.0000,56.2644,-0.0435,-3.59e-6,
1426,pr = 0,631.8943,1.0786,-15.4572,9.3248,0.0000,0.5907,-0.0695,32.6538,-0.0435,-3.27e-6,
1427,phi = 0,632.0943,1.0715,-9.3866,0.0000,-0.0735,0.6303,-0.0905,14.1116,-0.0435,-2.56e-6,
1428,beta = 0,632.2343,1.0573,-4.9383,-7.4121,-0.1328,0.6408,-0.0951,-0.0000,-0.0435,-1.01e-5,
1429,theta = 0,632.3843,1.0327,0.0000,-15.2918,-0.2019,0.6335,-0.0893,-15.2918,-0.0435,-1.67e-5,
1430,collision,632.5143,1.0000,4.7714,-21.7970,-0.2703,0.6073,-0.0727,-28.9582,-0.0435,-1.76e-9,
